,Heart Rate,Time
2875,59,06:16:00
2876,57,06:16:05
2877,56,06:16:10
2878,56,06:16:25
2879,57,06:16:30
2880,56,06:16:35
2881,59,06:16:40
2882,58,06:16:45
2883,57,06:16:50
2884,58,06:17:00
2885,61,06:17:05
2886,64,06:17:12
2887,63,06:17:17
2888,57,06:17:22
2889,56,06:17:32
2890,54,06:17:37
2891,53,06:17:42
2892,54,06:17:47
2893,53,06:17:52
2894,55,06:17:57
2895,56,06:18:02
2896,60,06:18:07
2897,63,06:18:12
2898,67,06:18:17
2899,69,06:18:22
2900,70,06:18:27
2901,74,06:18:32
2902,76,06:18:37
2903,74,06:18:42
2904,75,06:18:47
2905,77,06:18:52
2906,72,06:18:57
2907,70,06:19:02
2908,67,06:19:07
2909,64,06:19:17
2910,61,06:19:22
2911,62,06:19:27
2912,63,06:19:37
2913,67,06:19:43
2914,68,06:19:48
2915,66,06:19:53
2916,58,06:19:58
2917,59,06:20:13
2918,60,06:20:18
2919,59,06:20:23
2920,60,06:20:28
2921,62,06:20:33
2922,64,06:20:38
2923,60,06:20:43
2924,61,06:20:48
2925,62,06:20:53
2926,63,06:20:58
2927,64,06:21:03
2928,65,06:21:08
2929,62,06:21:18
2930,61,06:21:23
2931,62,06:21:28
2932,63,06:21:33
2933,64,06:21:43
2934,62,06:21:48
2935,63,06:21:53
2936,65,06:21:58
2937,66,06:22:03
2938,67,06:22:13
2939,89,06:22:25
2940,88,06:22:30
2941,86,06:22:35
2942,83,06:22:40
2943,79,06:22:45
2944,76,06:22:50
2945,71,06:22:55
2946,67,06:23:00
2947,63,06:23:05
2948,59,06:23:10
2949,55,06:23:15
2950,54,06:23:25
2951,53,06:23:30
2952,54,06:23:35
2953,53,06:23:40
2954,56,06:23:45
2955,58,06:23:50
2956,56,06:24:00
2957,55,06:24:05
2958,54,06:24:10
2959,53,06:24:15
2960,52,06:24:25
2961,51,06:24:30
2962,53,06:24:40
2963,55,06:24:45
2964,56,06:24:55
2965,55,06:25:00
2966,54,06:25:06
2967,55,06:25:16
2968,56,06:25:21
2969,57,06:25:26
2970,56,06:25:31
2971,55,06:25:36
2972,57,06:25:51
2973,56,06:25:56
2974,54,06:26:06
2975,53,06:26:21
2976,53,06:26:36
2977,53,06:26:51
2978,52,06:26:56
2979,53,06:27:01
2980,57,06:27:16
2981,56,06:27:21
2982,55,06:27:26
2983,54,06:27:31
2984,53,06:27:36
2985,52,06:27:51
2986,53,06:28:01
2987,56,06:28:06
2988,55,06:28:11
2989,54,06:28:16
2990,55,06:28:26
2991,58,06:28:31
2992,59,06:28:36
2993,61,06:28:43
2994,60,06:28:48
2995,59,06:28:53
2996,60,06:29:03
2997,61,06:29:08
2998,59,06:29:13
2999,58,06:29:18
3000,56,06:29:23
3001,55,06:29:28
3002,60,06:29:33
3003,59,06:29:38
3004,58,06:29:43
3005,58,06:29:58
3006,60,06:30:03
3007,59,06:30:18
3008,60,06:30:28
3009,58,06:30:43
3010,57,06:30:53
3011,57,06:31:08
3012,58,06:31:13
3013,59,06:31:23
3014,63,06:31:28
3015,58,06:31:33
3016,56,06:31:38
3017,57,06:31:48
3018,58,06:31:58
3019,59,06:32:03
3020,56,06:32:10
3021,58,06:32:20
3022,60,06:32:25
3023,62,06:32:30
3024,61,06:32:35
3025,60,06:32:50
3026,61,06:32:55
3027,63,06:33:05
3028,60,06:33:10
3029,57,06:33:15
3030,57,06:33:30
3031,56,06:33:35
3032,56,06:33:50
3033,58,06:33:55
3034,58,06:34:10
3035,59,06:34:15
3036,60,06:34:20
3037,58,06:34:25
3038,56,06:34:30
3039,55,06:34:40
3040,56,06:34:50
3041,55,06:34:55
3042,54,06:35:00
3043,55,06:35:10
3044,58,06:35:15
3045,55,06:35:30
3046,53,06:35:40
3047,53,06:35:47
3048,52,06:36:02
3049,55,06:36:07
3050,57,06:36:12
3051,58,06:36:17
3052,58,06:36:32
3053,59,06:36:47
3054,59,06:37:02
3055,58,06:37:07
3056,58,06:37:22
3057,57,06:37:37
3058,56,06:37:47
3059,56,06:38:02
3060,55,06:38:17
3061,55,06:38:32
3062,55,06:38:47
3063,54,06:39:02
3064,53,06:39:12
3065,54,06:39:17
3066,53,06:39:22
3067,54,06:39:37
3068,54,06:39:52
3069,54,06:40:07
3070,53,06:40:17
3071,52,06:40:27
3072,52,06:40:42
3073,51,06:40:47
3074,50,06:40:55
3075,51,06:41:05
3076,50,06:41:10
3077,50,06:41:20
3078,50,06:41:25
3079,51,06:41:30
3080,52,06:41:35
3081,52,06:41:40
3082,52,06:41:45
3083,52,06:41:55
3084,53,06:42:00
3085,54,06:42:10
3086,54,06:42:15
3087,55,06:42:30
3088,53,06:42:35
3089,53,06:42:40
3090,53,06:42:45
3091,54,06:42:50
3092,54,06:42:55
3093,53,06:43:05
3094,53,06:43:15
3095,53,06:43:25
3096,55,06:43:30
3097,55,06:43:35
3098,56,06:43:45
3099,56,06:43:50
3100,55,06:43:55
3101,54,06:44:02
3102,54,06:44:07
3103,54,06:44:12
3104,55,06:44:17
3105,55,06:44:27
3106,56,06:44:32
3107,55,06:44:37
3108,55,06:44:42
3109,56,06:44:47
3110,58,06:44:52
3111,57,06:44:57
3112,57,06:45:02
3113,56,06:45:12
3114,54,06:45:17
3115,55,06:45:22
3116,54,06:45:27
3117,54,06:45:32
3118,54,06:45:37
3119,54,06:45:52
3120,54,06:45:57
3121,55,06:46:02
3122,55,06:46:17
3123,55,06:46:27
3124,54,06:46:32
3125,54,06:46:47
3126,54,06:47:02
3127,53,06:47:07
3128,53,06:47:13
3129,53,06:47:28
3130,54,06:47:33
3131,54,06:47:43
3132,54,06:47:48
3133,53,06:47:53
3134,53,06:47:58
3135,54,06:48:03
3136,55,06:48:08
3137,55,06:48:23
3138,54,06:48:28
3139,54,06:48:43
3140,53,06:48:53
3141,53,06:48:58
3142,54,06:49:08
3143,53,06:49:13
3144,53,06:49:28
3145,53,06:49:43
3146,53,06:49:58
3147,54,06:50:03
3148,54,06:50:08
3149,53,06:50:13
3150,53,06:50:18
3151,54,06:50:28
3152,53,06:50:38
3153,52,06:50:48
3154,51,06:50:58
3155,51,06:51:05
3156,51,06:51:10
3157,53,06:51:15
3158,54,06:51:20
3159,54,06:51:25
3160,54,06:51:30
3161,55,06:51:40
3162,57,06:51:45
3163,56,06:51:55
3164,54,06:52:00
3165,54,06:52:05
3166,54,06:52:10
3167,55,06:52:20
3168,55,06:52:35
3169,55,06:52:40
3170,57,06:52:45
3171,56,06:52:50
3172,55,06:52:55
3173,55,06:53:05
3174,56,06:53:10
3175,58,06:53:15
3176,59,06:53:20
3177,56,06:53:30
3178,55,06:53:35
3179,54,06:53:40
3180,55,06:53:45
3181,56,06:54:00
3182,56,06:54:02
3183,56,06:54:12
3184,55,06:54:17
3185,55,06:54:22
3186,55,06:54:32
3187,54,06:54:37
3188,55,06:54:47
3189,56,06:54:52
3190,55,06:54:57
3191,55,06:55:12
3192,54,06:55:22
3193,53,06:55:37
3194,54,06:55:52
3195,54,06:56:02
3196,53,06:56:07
3197,55,06:56:12
3198,55,06:56:17
3199,54,06:56:22
3200,54,06:56:32
3201,53,06:56:37
3202,53,06:56:47
3203,55,06:56:52
3204,56,06:56:57
3205,57,06:57:02
3206,55,06:57:07
3207,55,06:57:12
3208,55,06:57:27
3209,55,06:57:29
3210,57,06:57:39
3211,56,06:57:44
3212,54,06:57:49
3213,55,06:57:59
3214,56,06:58:04
3215,56,06:58:14
3216,55,06:58:19
3217,54,06:58:29
3218,54,06:58:34
3219,54,06:58:39
3220,53,06:58:44
3221,54,06:58:49
3222,54,06:58:59
3223,54,06:59:14
3224,55,06:59:19
3225,56,06:59:29
3226,57,06:59:34
3227,58,06:59:39
3228,58,06:59:49
3229,57,06:59:54
3230,56,06:59:59
3231,56,07:00:04
3232,55,07:00:09
3233,54,07:00:14
3234,54,07:00:19
3235,55,07:00:24
3236,55,07:00:31
3237,54,07:00:41
3238,54,07:00:46
3239,54,07:00:51
3240,56,07:01:06
3241,57,07:01:11
3242,56,07:01:21
3243,56,07:01:36
3244,57,07:01:41
3245,56,07:01:46
3246,55,07:01:51
3247,54,07:01:56
3248,55,07:02:06
3249,55,07:02:11
3250,56,07:02:16
3251,56,07:02:21
3252,59,07:02:26
3253,59,07:02:31
3254,57,07:02:41
3255,57,07:02:46
3256,55,07:02:51
3257,55,07:02:56
3258,56,07:03:01
3259,56,07:03:06
3260,56,07:03:11
3261,57,07:03:16
3262,56,07:03:31
3263,56,07:03:32
3264,55,07:03:37
3265,54,07:03:42
3266,55,07:03:52
3267,56,07:03:57
3268,58,07:04:02
3269,57,07:04:07
3270,55,07:04:12
3271,54,07:04:17
3272,54,07:04:22
3273,55,07:04:27
3274,54,07:04:37
3275,55,07:04:42
3276,55,07:04:47
3277,57,07:04:52
3278,56,07:04:57
3279,55,07:05:02
3280,54,07:05:07
3281,54,07:05:12
3282,56,07:05:22
3283,56,07:05:37
3284,55,07:05:42
3285,54,07:05:47
3286,54,07:05:52
3287,54,07:05:57
3288,55,07:06:02
3289,54,07:06:07
3290,56,07:06:14
3291,56,07:06:19
3292,57,07:06:34
3293,58,07:06:39
3294,60,07:06:44
3295,56,07:06:49
3296,55,07:06:54
3297,54,07:07:04
3298,53,07:07:09
3299,52,07:07:14
3300,52,07:07:24
3301,51,07:07:29
3302,51,07:07:34
3303,53,07:07:39
3304,52,07:07:44
3305,51,07:07:54
3306,50,07:07:59
3307,51,07:08:09
3308,52,07:08:14
3309,52,07:08:19
3310,53,07:08:29
3311,54,07:08:34
3312,54,07:08:39
3313,54,07:08:44
3314,53,07:08:49
3315,52,07:08:59
3316,58,07:09:04
3317,57,07:09:10
3318,55,07:09:15
3319,54,07:09:25
3320,55,07:09:30
3321,54,07:09:35
3322,54,07:09:45
3323,54,07:10:00
3324,81,07:10:10
3325,85,07:10:15
3326,78,07:10:20
3327,72,07:10:25
3328,71,07:10:30
3329,68,07:10:35
3330,65,07:10:40
3331,62,07:10:45
3332,60,07:10:50
3333,58,07:10:55
3334,56,07:11:00
3335,54,07:11:05
3336,52,07:11:10
3337,58,07:11:20
3338,57,07:11:25
3339,55,07:11:30
3340,54,07:11:35
3341,53,07:11:42
3342,53,07:11:57
3343,54,07:12:12
3344,53,07:12:22
3345,52,07:12:27
3346,51,07:12:32
3347,55,07:12:42
3348,57,07:12:47
3349,56,07:12:52
3350,55,07:12:57
3351,53,07:13:02
3352,52,07:13:07
3353,50,07:13:12
3354,49,07:13:17
3355,50,07:13:22
3356,52,07:13:32
3357,51,07:13:37
3358,53,07:13:47
3359,52,07:13:57
3360,51,07:14:02
3361,50,07:14:07
3362,49,07:14:12
3363,48,07:14:17
3364,47,07:14:27
3365,48,07:14:32
3366,47,07:14:37
3367,46,07:14:47
3368,46,07:14:53
3369,46,07:15:08
3370,47,07:15:18
3371,47,07:15:23
3372,52,07:15:28
3373,56,07:15:33
3374,56,07:15:48
3375,54,07:15:53
3376,52,07:15:58
3377,51,07:16:03
3378,53,07:16:08
3379,55,07:16:13
3380,54,07:16:23
3381,53,07:16:28
3382,53,07:16:43
3383,54,07:16:53
3384,53,07:16:58
3385,54,07:17:03
3386,53,07:17:08
3387,54,07:17:13
3388,53,07:17:18
3389,52,07:17:23
3390,50,07:17:28
3391,48,07:17:38
3392,47,07:17:48
3393,48,07:17:53
3394,50,07:17:58
3395,55,07:18:05
3396,54,07:18:10
3397,58,07:18:15
3398,57,07:18:20
3399,56,07:18:25
3400,55,07:18:30
3401,54,07:18:35
3402,53,07:18:40
3403,53,07:18:45
3404,52,07:18:50
3405,51,07:18:55
3406,50,07:19:00
3407,49,07:19:05
3408,48,07:19:15
3409,50,07:19:30
3410,54,07:19:35
3411,58,07:19:40
3412,59,07:19:45
3413,56,07:19:50
3414,55,07:20:00
3415,54,07:20:05
3416,53,07:20:10
3417,52,07:20:15
3418,51,07:20:20
3419,50,07:20:25
3420,49,07:20:30
3421,48,07:20:40
3422,48,07:20:47
3423,49,07:20:57
3424,49,07:21:12
3425,50,07:21:17
3426,50,07:21:22
3427,49,07:21:27
3428,51,07:21:32
3429,54,07:21:37
3430,54,07:21:42
3431,54,07:21:47
3432,53,07:21:57
3433,52,07:22:02
3434,51,07:22:07
3435,50,07:22:17
3436,49,07:22:27
3437,54,07:22:37
3438,58,07:22:42
3439,56,07:22:47
3440,58,07:22:52
3441,59,07:22:57
3442,57,07:23:02
3443,56,07:23:07
3444,55,07:23:12
3445,53,07:23:17
3446,52,07:23:22
3447,51,07:23:27
3448,50,07:23:32
3449,50,07:23:38
3450,50,07:23:53
3451,53,07:23:58
3452,51,07:24:03
3453,58,07:24:08
3454,57,07:24:18
3455,55,07:24:23
3456,53,07:24:28
3457,51,07:24:33
3458,50,07:24:48
3459,49,07:24:53
3460,49,07:25:08
3461,52,07:25:13
3462,53,07:25:18
3463,53,07:25:33
3464,52,07:25:48
3465,51,07:25:53
3466,49,07:25:58
3467,48,07:26:08
3468,47,07:26:18
3469,46,07:26:23
3470,47,07:26:28
3471,46,07:26:33
3472,47,07:26:38
3473,46,07:26:53
3474,47,07:27:08
3475,47,07:27:13
3476,46,07:27:20
3477,47,07:27:25
3478,48,07:27:35
3479,61,07:27:45
3480,61,07:27:50
3481,62,07:27:55
3482,62,07:28:05
3483,59,07:28:15
3484,57,07:28:20
3485,54,07:28:30
3486,53,07:28:35
3487,51,07:28:40
3488,50,07:28:55
3489,52,07:29:00
3490,56,07:29:05
3491,55,07:29:15
3492,53,07:29:20
3493,52,07:29:25
3494,51,07:29:30
3495,50,07:29:35
3496,52,07:29:40
3497,51,07:29:55
3498,50,07:30:05
3499,49,07:30:15
3500,48,07:30:20
3501,47,07:30:25
3502,48,07:30:32
3503,48,07:30:42
3504,53,07:30:47
3505,57,07:30:52
3506,64,07:30:57
3507,68,07:31:02
3508,66,07:31:07
3509,61,07:31:12
3510,57,07:31:17
3511,59,07:31:22
3512,57,07:31:27
3513,58,07:31:32
3514,56,07:31:37
3515,57,07:31:42
3516,56,07:31:47
3517,55,07:32:02
3518,54,07:32:07
3519,53,07:32:12
3520,52,07:32:17
3521,54,07:32:22
3522,54,07:32:27
3523,53,07:32:37
3524,56,07:32:42
3525,57,07:32:47
3526,56,07:32:52
3527,56,07:32:57
3528,55,07:33:07
3529,54,07:33:13
3530,53,07:33:28
3531,52,07:33:38
3532,54,07:33:43
3533,56,07:33:53
3534,55,07:33:58
3535,54,07:34:03
3536,53,07:34:08
3537,54,07:34:13
3538,53,07:34:23
3539,61,07:34:28
3540,62,07:34:33
3541,60,07:34:38
3542,59,07:34:43
3543,56,07:34:48
3544,55,07:34:53
3545,54,07:34:58
3546,56,07:35:03
3547,58,07:35:18
3548,59,07:35:23
3549,60,07:35:28
3550,59,07:35:33
3551,57,07:35:38
3552,56,07:35:43
3553,55,07:35:48
3554,54,07:35:58
3555,53,07:36:05
3556,51,07:36:15
3557,52,07:36:20
3558,51,07:36:25
3559,50,07:36:30
3560,49,07:36:35
3561,48,07:36:40
3562,47,07:36:50
3563,49,07:36:55
3564,50,07:37:00
3565,49,07:37:05
3566,49,07:37:10
3567,49,07:37:15
3568,49,07:37:20
3569,51,07:37:25
3570,54,07:37:30
3571,53,07:37:45
3572,53,07:37:50
3573,55,07:37:55
3574,55,07:38:00
3575,58,07:38:05
3576,61,07:38:10
3577,64,07:38:15
3578,65,07:38:20
3579,68,07:38:25
3580,69,07:38:30
3581,70,07:38:35
3582,72,07:38:41
3583,74,07:38:46
3584,65,07:38:51
3585,60,07:38:56
3586,56,07:39:01
3587,54,07:39:06
3588,53,07:39:16
3589,52,07:39:21
3590,52,07:39:26
3591,51,07:39:36
3592,53,07:39:46
3593,54,07:39:51
3594,57,07:39:56
3595,57,07:40:01
3596,56,07:40:06
3597,55,07:40:11
3598,54,07:40:16
3599,53,07:40:26
3600,52,07:40:31
3601,51,07:40:36
3602,52,07:40:46
3603,52,07:40:51
3604,53,07:40:56
3605,54,07:41:01
3606,54,07:41:06
3607,55,07:41:11
3608,57,07:41:18
3609,61,07:41:23
3610,62,07:41:28
3611,66,07:41:33
3612,68,07:41:38
3613,65,07:41:43
3614,64,07:41:48
3615,61,07:41:53
3616,60,07:41:58
3617,59,07:42:13
3618,58,07:42:18
3619,59,07:42:23
3620,60,07:42:33
3621,60,07:42:38
3622,60,07:42:53
3623,83,07:42:58
3624,82,07:43:03
3625,80,07:43:08
3626,78,07:43:13
3627,75,07:43:18
3628,71,07:43:23
3629,67,07:43:28
3630,64,07:43:33
3631,63,07:43:38
3632,60,07:43:44
3633,57,07:43:49
3634,56,07:43:54
3635,55,07:43:59
3636,53,07:44:04
3637,53,07:44:19
3638,53,07:44:24
3639,53,07:44:39
3640,54,07:44:44
3641,53,07:44:54
3642,53,07:44:59
3643,52,07:45:04
3644,54,07:45:09
3645,55,07:45:19
3646,54,07:45:34
3647,53,07:45:49
3648,54,07:46:04
3649,57,07:46:14
3650,59,07:46:19
3651,60,07:46:24
3652,59,07:46:29
3653,60,07:46:34
3654,62,07:46:39
3655,66,07:46:44
3656,64,07:46:49
3657,61,07:46:54
3658,59,07:46:59
3659,56,07:47:06
3660,55,07:47:11
3661,54,07:47:16
3662,56,07:47:31
3663,55,07:47:41
3664,54,07:47:46
3665,53,07:47:51
3666,53,07:47:56
3667,52,07:48:01
3668,51,07:48:06
3669,52,07:48:11
3670,52,07:48:16
3671,51,07:48:31
3672,52,07:48:41
3673,53,07:48:51
3674,52,07:48:56
3675,53,07:49:01
3676,55,07:49:11
3677,56,07:49:21
3678,55,07:49:31
3679,54,07:49:36
3680,53,07:49:51
3681,54,07:50:01
3682,53,07:50:06
3683,53,07:50:21
3684,52,07:50:31
3685,53,07:50:36
3686,54,07:50:43
3687,56,07:50:48
3688,57,07:50:53
3689,56,07:50:58
3690,55,07:51:03
3691,53,07:51:08
3692,53,07:51:23
3693,52,07:51:28
3694,51,07:51:43
3695,52,07:51:58
3696,53,07:52:13
3697,52,07:52:23
3698,53,07:52:28
3699,54,07:52:33
3700,53,07:52:43
3701,52,07:52:53
3702,53,07:52:58
3703,54,07:53:03
3704,53,07:53:13
3705,54,07:53:23
3706,53,07:53:33
3707,52,07:53:48
3708,51,07:54:03
3709,53,07:54:08
3710,54,07:54:18
3711,53,07:54:23
3712,54,07:54:38
3713,54,07:54:40
3714,53,07:54:45
3715,52,07:54:55
3716,53,07:55:00
3717,55,07:55:05
3718,54,07:55:10
3719,53,07:55:20
3720,54,07:55:25
3721,57,07:55:35
3722,55,07:55:40
3723,54,07:55:45
3724,53,07:55:50
3725,54,07:55:55
3726,59,07:56:00
3727,58,07:56:05
3728,56,07:56:15
3729,57,07:56:20
3730,56,07:56:25
3731,59,07:56:30
3732,56,07:56:40
3733,55,07:56:45
3734,54,07:56:50
3735,54,07:56:55
3736,53,07:57:00
3737,52,07:57:05
3738,53,07:57:10
3739,54,07:57:15
3740,55,07:57:21
3741,56,07:57:31
3742,67,07:57:46
3743,70,07:57:51
3744,74,07:57:56
3745,72,07:58:01
3746,65,07:58:06
3747,61,07:58:11
3748,58,07:58:16
3749,57,07:58:21
3750,59,07:58:26
3751,58,07:58:31
3752,57,07:58:36
3753,59,07:58:41
3754,56,07:58:46
3755,56,07:58:56
3756,55,07:59:01
3757,56,07:59:06
3758,57,07:59:11
3759,58,07:59:16
3760,59,07:59:21
3761,61,07:59:31
3762,60,07:59:46
3763,59,07:59:51
3764,58,08:00:01
3765,57,08:00:06
3766,55,08:00:13
3767,56,08:00:18
3768,57,08:00:23
3769,59,08:00:38
3770,62,08:00:43
3771,60,08:00:53
3772,61,08:00:58
3773,62,08:01:03
3774,64,08:01:13
3775,63,08:01:18
3776,61,08:01:23
3777,57,08:01:28
3778,59,08:01:33
3779,60,08:01:38
3780,58,08:01:43
3781,57,08:01:48
3782,58,08:01:53
3783,59,08:01:58
3784,58,08:02:03
3785,56,08:02:08
3786,55,08:02:13
3787,56,08:02:18
3788,57,08:02:23
3789,56,08:02:28
3790,57,08:02:33
3791,58,08:02:48
3792,60,08:02:53
3793,59,08:02:59
3794,58,08:03:04
3795,59,08:03:09
3796,57,08:03:14
3797,58,08:03:19
3798,59,08:03:24
3799,60,08:03:29
3800,58,08:03:44
3801,56,08:03:49
3802,57,08:04:04
3803,58,08:04:14
3804,59,08:04:24
3805,58,08:04:29
3806,56,08:04:34
3807,57,08:04:44
3808,55,08:04:49
3809,54,08:04:59
3810,56,08:05:04
3811,58,08:05:09
3812,59,08:05:19
3813,60,08:05:24
3814,59,08:05:29
3815,58,08:05:34
3816,57,08:05:44
3817,56,08:05:54
3818,55,08:06:09
3819,56,08:06:14
3820,55,08:06:21
3821,54,08:06:26
3822,56,08:06:36
3823,57,08:06:41
3824,58,08:06:46
3825,57,08:06:51
3826,55,08:06:56
3827,56,08:07:01
3828,57,08:07:11
3829,58,08:07:21
3830,57,08:07:26
3831,58,08:07:31
3832,57,08:07:36
3833,58,08:07:41
3834,57,08:07:46
3835,58,08:07:51
3836,60,08:08:01
3837,57,08:08:06
3838,56,08:08:11
3839,57,08:08:16
3840,56,08:08:21
3841,58,08:08:31
3842,60,08:08:36
3843,58,08:08:46
3844,57,08:08:56
3845,56,08:09:01
3846,58,08:09:16
3847,58,08:09:18
3848,59,08:09:28
3849,60,08:09:43
3850,59,08:09:48
3851,57,08:09:53
3852,56,08:09:58
3853,57,08:10:13
3854,58,08:10:18
3855,57,08:10:23
3856,56,08:10:28
3857,55,08:10:33
3858,57,08:10:48
3859,56,08:10:58
3860,57,08:11:03
3861,59,08:11:08
3862,60,08:11:13
3863,64,08:11:18
3864,65,08:11:23
3865,63,08:11:28
3866,61,08:11:33
3867,59,08:11:38
3868,58,08:11:43
3869,59,08:11:48
3870,58,08:11:58
3871,57,08:12:08
3872,56,08:12:13
3873,57,08:12:23
3874,60,08:12:29
3875,59,08:12:39
3876,58,08:12:44
3877,57,08:12:49
3878,59,08:12:59
3879,57,08:13:04
3880,58,08:13:14
3881,59,08:13:19
3882,57,08:13:29
3883,58,08:13:34
3884,60,08:13:39
3885,64,08:13:49
3886,63,08:13:54
3887,58,08:13:59
3888,57,08:14:04
3889,59,08:14:14
3890,61,08:14:19
3891,63,08:14:24
3892,62,08:14:29
3893,61,08:14:34
3894,62,08:14:39
3895,61,08:14:44
3896,59,08:14:49
3897,61,08:14:54
3898,61,08:14:59
3899,60,08:15:04
3900,57,08:15:09
3901,55,08:15:16
3902,56,08:15:21
3903,59,08:15:26
3904,61,08:15:31
3905,59,08:15:36
3906,61,08:15:46
3907,60,08:15:56
3908,60,08:16:11
3909,61,08:16:16
3910,60,08:16:21
3911,58,08:16:26
3912,60,08:16:41
3913,61,08:16:56
3914,58,08:17:01
3915,56,08:17:06
3916,58,08:17:11
3917,57,08:17:16
3918,60,08:17:21
3919,62,08:17:26
3920,61,08:17:31
3921,60,08:17:36
3922,59,08:17:41
3923,57,08:17:51
3924,56,08:17:56
3925,58,08:18:06
3926,59,08:18:11
3927,65,08:18:16
3928,64,08:18:23
3929,60,08:18:28
3930,56,08:18:33
3931,57,08:18:38
3932,58,08:18:43
3933,60,08:18:48
3934,59,08:18:53
3935,60,08:18:58
3936,58,08:19:03
3937,59,08:19:08
3938,60,08:19:18
3939,59,08:19:28
3940,59,08:19:43
3941,60,08:19:48
3942,59,08:19:53
3943,58,08:19:58
3944,56,08:20:03
3945,57,08:20:08
3946,58,08:20:13
3947,58,08:20:28
3948,59,08:20:33
3949,97,08:20:38
3950,90,08:20:44
3951,71,08:20:49
3952,68,08:20:54
3953,69,08:21:04
3954,67,08:21:09
3955,61,08:21:14
3956,61,08:21:19
3957,65,08:21:24
3958,64,08:21:29
3959,61,08:21:34
3960,59,08:21:39
3961,58,08:21:44
3962,57,08:21:49
3963,55,08:21:54
3964,54,08:21:59
3965,53,08:22:04
3966,52,08:22:09
3967,53,08:22:14
3968,53,08:22:24
3969,55,08:22:29
3970,58,08:22:34
3971,57,08:22:39
3972,55,08:22:49
3973,55,08:22:59
3974,53,08:23:09
3975,52,08:23:15
3976,54,08:23:20
3977,55,08:23:25
3978,56,08:23:30
3979,55,08:23:35
3980,57,08:23:45
3981,56,08:23:55
3982,57,08:24:05
3983,57,08:24:10
3984,56,08:24:15
3985,54,08:24:20
3986,55,08:24:25
3987,58,08:24:30
3988,63,08:24:40
3989,64,08:24:45
3990,62,08:24:55
3991,58,08:25:00
3992,55,08:25:05
3993,57,08:25:10
3994,58,08:25:15
3995,56,08:25:25
3996,55,08:25:30
3997,54,08:25:35
3998,54,08:25:40
3999,53,08:25:45
4000,55,08:25:50
4001,55,08:26:05
4002,55,08:26:07
4003,74,08:26:17
4004,69,08:26:22
4005,62,08:26:27
4006,58,08:26:32
4007,56,08:26:37
4008,55,08:26:42
4009,54,08:26:52
4010,53,08:26:57
4011,56,08:27:07
4012,58,08:27:12
4013,59,08:27:17
4014,59,08:27:22
4015,58,08:27:27
4016,60,08:27:32
4017,58,08:27:37
4018,59,08:27:42
4019,59,08:27:47
4020,60,08:27:57
4021,59,08:28:02
4022,66,08:28:07
4023,65,08:28:12
4024,58,08:28:17
4025,56,08:28:22
4026,57,08:28:37
4027,57,08:28:38
4028,59,08:28:43
4029,58,08:28:48
4030,57,08:28:58
4031,56,08:29:03
4032,56,08:29:08
4033,55,08:29:13
4034,54,08:29:18
4035,56,08:29:28
4036,58,08:29:33
4037,57,08:29:38
4038,55,08:29:43
4039,55,08:29:48
4040,54,08:29:53
4041,53,08:30:03
4042,57,08:30:13
4043,58,08:30:18
4044,56,08:30:23
4045,60,08:30:38
4046,63,08:30:43
4047,61,08:30:48
4048,57,08:30:53
4049,55,08:31:03
4050,59,08:31:13
4051,61,08:31:18
4052,61,08:31:33
4053,61,08:31:38
4054,61,08:31:45
4055,59,08:31:50
4056,58,08:31:55
4057,59,08:32:10
4058,61,08:32:15
4059,62,08:32:20
4060,64,08:32:25
4061,63,08:32:30
4062,60,08:32:40
4063,59,08:32:45
4064,63,08:32:50
4065,60,08:32:55
4066,59,08:33:00
4067,58,08:33:05
4068,60,08:33:10
4069,61,08:33:15
4070,59,08:33:25
4071,58,08:33:30
4072,56,08:33:35
4073,57,08:33:40
4074,56,08:33:45
4075,55,08:33:50
4076,57,08:33:55
4077,56,08:34:00
4078,56,08:34:05
4079,55,08:34:10
4080,55,08:34:15
4081,55,08:34:21
4082,54,08:34:26
4083,53,08:34:41
4084,53,08:34:51
4085,55,08:34:56
4086,56,08:35:01
4087,58,08:35:06
4088,64,08:35:16
4089,63,08:35:26
4090,62,08:35:41
4091,63,08:35:51
4092,61,08:35:56
4093,60,08:36:01
4094,62,08:36:11
4095,64,08:36:16
4096,61,08:36:21
4097,58,08:36:26
4098,59,08:36:31
4099,58,08:36:36
4100,59,08:36:41
4101,61,08:36:46
4102,62,08:36:51
4103,63,08:36:56
4104,62,08:37:01
4105,60,08:37:06
4106,61,08:37:11
4107,62,08:37:16
4108,58,08:37:23
4109,57,08:37:33
4110,59,08:37:38
4111,56,08:37:43
4112,57,08:37:48
4113,59,08:37:53
4114,60,08:37:58
4115,59,08:38:03
4116,60,08:38:08
4117,59,08:38:23
4118,58,08:38:28
4119,55,08:38:33
4120,54,08:38:43
4121,54,08:38:48
4122,54,08:38:58
4123,54,08:39:03
4124,54,08:39:08
4125,57,08:39:13
4126,61,08:39:18
4127,62,08:39:28
4128,64,08:39:33
4129,70,08:39:38
4130,73,08:39:43
4131,91,08:39:58
4132,96,08:40:03
4133,89,08:40:09
4134,75,08:40:14
4135,70,08:40:19
4136,67,08:40:24
4137,66,08:40:29
4138,64,08:40:34
4139,63,08:40:39
4140,57,08:40:44
4141,55,08:40:49
4142,55,08:40:59
4143,54,08:41:04
4144,54,08:41:09
4145,59,08:41:14
