Timestamp,Heart,Time,Date
2018-04-11 12:20:00,154,12:20,2018-04-11
2018-04-11 12:20:00,156,12:20,2018-04-11
2018-04-11 12:20:00,157,12:20,2018-04-11
2018-04-11 12:21:00,162,12:21,2018-04-11
2018-04-11 12:21:00,166,12:21,2018-04-11
2018-04-11 12:21:00,169,12:21,2018-04-11
2018-04-11 12:21:00,172,12:21,2018-04-11
2018-04-11 12:21:00,175,12:21,2018-04-11
2018-04-11 12:21:00,177,12:21,2018-04-11
2018-04-11 12:21:00,178,12:21,2018-04-11
2018-04-11 12:21:00,179,12:21,2018-04-11
2018-04-11 12:21:00,178,12:21,2018-04-11
2018-04-11 12:21:00,175,12:21,2018-04-11
2018-04-11 12:22:00,176,12:22,2018-04-11
2018-04-11 12:22:00,176,12:22,2018-04-11
2018-04-11 12:22:00,175,12:22,2018-04-11
2018-04-11 12:22:00,174,12:22,2018-04-11
2018-04-11 12:22:00,172,12:22,2018-04-11
2018-04-11 12:22:00,168,12:22,2018-04-11
2018-04-11 12:22:00,169,12:22,2018-04-11
2018-04-11 12:22:00,168,12:22,2018-04-11
2018-04-11 12:22:00,164,12:22,2018-04-11
2018-04-11 12:23:00,168,12:23,2018-04-11
2018-04-11 12:23:00,171,12:23,2018-04-11
2018-04-11 12:23:00,172,12:23,2018-04-11
2018-04-11 12:23:00,167,12:23,2018-04-11
2018-04-11 12:23:00,163,12:23,2018-04-11
2018-04-11 12:23:00,158,12:23,2018-04-11
2018-04-11 12:23:00,160,12:23,2018-04-11
2018-04-11 12:23:00,156,12:23,2018-04-11
2018-04-11 12:23:00,154,12:23,2018-04-11
2018-04-11 12:23:00,156,12:23,2018-04-11
2018-04-11 12:24:00,160,12:24,2018-04-11
2018-04-11 12:24:00,164,12:24,2018-04-11
2018-04-11 12:24:00,164,12:24,2018-04-11
2018-04-11 12:24:00,160,12:24,2018-04-11
2018-04-11 12:24:00,159,12:24,2018-04-11
2018-04-11 12:24:00,158,12:24,2018-04-11
2018-04-11 12:24:00,161,12:24,2018-04-11
2018-04-11 12:24:00,164,12:24,2018-04-11
2018-04-11 12:24:00,165,12:24,2018-04-11
2018-04-11 12:24:00,167,12:24,2018-04-11
2018-04-11 12:25:00,169,12:25,2018-04-11
2018-04-11 12:25:00,170,12:25,2018-04-11
2018-04-11 12:25:00,171,12:25,2018-04-11
2018-04-11 12:25:00,169,12:25,2018-04-11
2018-04-11 12:25:00,168,12:25,2018-04-11
2018-04-11 12:25:00,166,12:25,2018-04-11
2018-04-11 12:25:00,165,12:25,2018-04-11
2018-04-11 12:25:00,164,12:25,2018-04-11
2018-04-11 12:26:00,165,12:26,2018-04-11
2018-04-11 12:26:00,163,12:26,2018-04-11
2018-04-11 12:26:00,162,12:26,2018-04-11
2018-04-11 12:26:00,160,12:26,2018-04-11
2018-04-11 12:26:00,159,12:26,2018-04-11
2018-04-11 12:26:00,157,12:26,2018-04-11
2018-04-11 12:26:00,156,12:26,2018-04-11
2018-04-11 12:26:00,154,12:26,2018-04-11
2018-04-11 12:26:00,153,12:26,2018-04-11
2018-04-11 12:26:00,151,12:26,2018-04-11
2018-04-11 12:26:00,146,12:26,2018-04-11
2018-04-11 12:27:00,145,12:27,2018-04-11
2018-04-11 12:27:00,142,12:27,2018-04-11
2018-04-11 12:27:00,139,12:27,2018-04-11
2018-04-11 12:27:00,141,12:27,2018-04-11
2018-04-11 12:27:00,142,12:27,2018-04-11
2018-04-11 12:27:00,144,12:27,2018-04-11
2018-04-11 12:27:00,145,12:27,2018-04-11
2018-04-11 12:27:00,143,12:27,2018-04-11
2018-04-11 12:27:00,145,12:27,2018-04-11
2018-04-11 12:27:00,147,12:27,2018-04-11
2018-04-11 12:27:00,145,12:27,2018-04-11
2018-04-11 12:28:00,148,12:28,2018-04-11
2018-04-11 12:28:00,147,12:28,2018-04-11
2018-04-11 12:28:00,146,12:28,2018-04-11
2018-04-11 12:28:00,145,12:28,2018-04-11
2018-04-11 12:28:00,143,12:28,2018-04-11
2018-04-11 12:28:00,147,12:28,2018-04-11
2018-04-11 12:28:00,151,12:28,2018-04-11
2018-04-11 12:28:00,154,12:28,2018-04-11
2018-04-11 12:28:00,155,12:28,2018-04-11
2018-04-11 12:28:00,158,12:28,2018-04-11
2018-04-11 12:29:00,161,12:29,2018-04-11
2018-04-11 12:29:00,165,12:29,2018-04-11
2018-04-11 12:29:00,166,12:29,2018-04-11
2018-04-11 12:29:00,163,12:29,2018-04-11
2018-04-11 12:29:00,161,12:29,2018-04-11
2018-04-11 12:29:00,165,12:29,2018-04-11
2018-04-11 12:29:00,167,12:29,2018-04-11
2018-04-11 12:29:00,166,12:29,2018-04-11
2018-04-11 12:29:00,168,12:29,2018-04-11
2018-04-11 12:29:00,171,12:29,2018-04-11
2018-04-11 12:29:00,172,12:29,2018-04-11
2018-04-11 12:30:00,169,12:30,2018-04-11
2018-04-11 12:30:00,165,12:30,2018-04-11
2018-04-11 12:30:00,160,12:30,2018-04-11
2018-04-11 12:30:00,156,12:30,2018-04-11
2018-04-11 12:30:00,150,12:30,2018-04-11
2018-04-11 12:30:00,144,12:30,2018-04-11
2018-04-11 12:30:00,137,12:30,2018-04-11
2018-04-11 12:30:00,132,12:30,2018-04-11
2018-04-11 12:30:00,125,12:30,2018-04-11
2018-04-11 12:30:00,118,12:30,2018-04-11
2018-04-11 12:30:00,112,12:30,2018-04-11
2018-04-11 12:30:00,108,12:30,2018-04-11
2018-04-11 12:31:00,111,12:31,2018-04-11
2018-04-11 12:31:00,106,12:31,2018-04-11
2018-04-11 12:31:00,101,12:31,2018-04-11
2018-04-11 12:31:00,96,12:31,2018-04-11
2018-04-11 12:31:00,98,12:31,2018-04-11
2018-04-11 12:31:00,99,12:31,2018-04-11
2018-04-11 12:31:00,101,12:31,2018-04-11
2018-04-11 12:31:00,103,12:31,2018-04-11
2018-04-11 12:31:00,106,12:31,2018-04-11
2018-04-11 12:31:00,106,12:31,2018-04-11
2018-04-11 12:31:00,105,12:31,2018-04-11
2018-04-11 12:32:00,105,12:32,2018-04-11
2018-04-11 12:32:00,106,12:32,2018-04-11
2018-04-11 12:32:00,107,12:32,2018-04-11
2018-04-11 12:32:00,102,12:32,2018-04-11
2018-04-11 12:32:00,96,12:32,2018-04-11
2018-04-11 12:32:00,93,12:32,2018-04-11
2018-04-11 12:32:00,93,12:32,2018-04-11
2018-04-11 12:32:00,91,12:32,2018-04-11
2018-04-11 12:32:00,93,12:32,2018-04-11
2018-04-11 12:33:00,91,12:33,2018-04-11
2018-04-11 12:33:00,89,12:33,2018-04-11
2018-04-11 12:33:00,86,12:33,2018-04-11
2018-04-11 12:33:00,84,12:33,2018-04-11
2018-04-11 12:33:00,84,12:33,2018-04-11
2018-04-11 12:34:00,83,12:34,2018-04-11
2018-04-11 12:34:00,87,12:34,2018-04-11
2018-04-11 12:34:00,88,12:34,2018-04-11
2018-04-11 12:34:00,86,12:34,2018-04-11
2018-04-11 12:34:00,86,12:34,2018-04-11
2018-04-11 12:34:00,86,12:34,2018-04-11
2018-04-11 12:34:00,88,12:34,2018-04-11
2018-04-11 12:35:00,90,12:35,2018-04-11
2018-04-11 12:35:00,91,12:35,2018-04-11
2018-04-11 12:35:00,91,12:35,2018-04-11
2018-04-11 12:35:00,92,12:35,2018-04-11
2018-04-11 12:35:00,94,12:35,2018-04-11
2018-04-11 12:35:00,96,12:35,2018-04-11
2018-04-11 12:35:00,98,12:35,2018-04-11
2018-04-11 12:35:00,100,12:35,2018-04-11
2018-04-11 12:35:00,101,12:35,2018-04-11
2018-04-11 12:35:00,107,12:35,2018-04-11
2018-04-11 12:35:00,113,12:35,2018-04-11
2018-04-11 12:35:00,120,12:35,2018-04-11
2018-04-11 12:36:00,122,12:36,2018-04-11
2018-04-11 12:36:00,124,12:36,2018-04-11
2018-04-11 12:36:00,126,12:36,2018-04-11
2018-04-11 12:36:00,129,12:36,2018-04-11
2018-04-11 12:36:00,130,12:36,2018-04-11
2018-04-11 12:36:00,131,12:36,2018-04-11
2018-04-11 12:36:00,128,12:36,2018-04-11
2018-04-11 12:36:00,129,12:36,2018-04-11
2018-04-11 12:36:00,129,12:36,2018-04-11
2018-04-11 12:36:00,123,12:36,2018-04-11
2018-04-11 12:36:00,120,12:36,2018-04-11
2018-04-11 12:37:00,121,12:37,2018-04-11
2018-04-11 12:37:00,119,12:37,2018-04-11
2018-04-11 12:37:00,113,12:37,2018-04-11
2018-04-11 12:37:00,111,12:37,2018-04-11
2018-04-11 12:37:00,109,12:37,2018-04-11
2018-04-11 12:37:00,111,12:37,2018-04-11
2018-04-11 12:37:00,112,12:37,2018-04-11
2018-04-11 12:37:00,109,12:37,2018-04-11
2018-04-11 12:37:00,108,12:37,2018-04-11
2018-04-11 12:37:00,109,12:37,2018-04-11
2018-04-11 12:37:00,112,12:37,2018-04-11
2018-04-11 12:38:00,114,12:38,2018-04-11
2018-04-11 12:38:00,115,12:38,2018-04-11
2018-04-11 12:38:00,116,12:38,2018-04-11
2018-04-11 12:38:00,115,12:38,2018-04-11
2018-04-11 12:38:00,114,12:38,2018-04-11
2018-04-11 12:38:00,109,12:38,2018-04-11
2018-04-11 12:38:00,106,12:38,2018-04-11
2018-04-11 12:38:00,101,12:38,2018-04-11
2018-04-11 12:38:00,96,12:38,2018-04-11
2018-04-11 12:38:00,95,12:38,2018-04-11
2018-04-11 12:38:00,94,12:38,2018-04-11
2018-04-11 12:38:00,95,12:38,2018-04-11
2018-04-11 12:39:00,92,12:39,2018-04-11
2018-04-11 12:39:00,88,12:39,2018-04-11
2018-04-11 12:39:00,85,12:39,2018-04-11
2018-04-11 12:39:00,82,12:39,2018-04-11
2018-04-11 12:39:00,83,12:39,2018-04-11
2018-04-11 12:39:00,84,12:39,2018-04-11
2018-04-11 12:39:00,80,12:39,2018-04-11
2018-04-11 12:39:00,80,12:39,2018-04-11
2018-04-11 12:39:00,80,12:39,2018-04-11
2018-04-11 12:39:00,81,12:39,2018-04-11
2018-04-11 12:40:00,80,12:40,2018-04-11
2018-04-11 12:40:00,82,12:40,2018-04-11
2018-04-11 12:40:00,84,12:40,2018-04-11
2018-04-11 12:40:00,87,12:40,2018-04-11
2018-04-11 12:40:00,84,12:40,2018-04-11
2018-04-11 12:40:00,85,12:40,2018-04-11
2018-04-11 12:40:00,83,12:40,2018-04-11
2018-04-11 12:40:00,84,12:40,2018-04-11
2018-04-11 12:40:00,87,12:40,2018-04-11
2018-04-11 12:41:00,86,12:41,2018-04-11
2018-04-11 12:41:00,86,12:41,2018-04-11
2018-04-11 12:41:00,90,12:41,2018-04-11
2018-04-11 12:41:00,90,12:41,2018-04-11
2018-04-11 12:41:00,92,12:41,2018-04-11
2018-04-11 12:41:00,95,12:41,2018-04-11
2018-04-11 12:41:00,94,12:41,2018-04-11
2018-04-11 12:41:00,95,12:41,2018-04-11
2018-04-11 12:41:00,99,12:41,2018-04-11
2018-04-11 12:41:00,100,12:41,2018-04-11
2018-04-11 12:42:00,101,12:42,2018-04-11
2018-04-11 12:42:00,102,12:42,2018-04-11
2018-04-11 12:42:00,104,12:42,2018-04-11
2018-04-11 12:42:00,106,12:42,2018-04-11
2018-04-11 12:42:00,107,12:42,2018-04-11
2018-04-11 12:42:00,104,12:42,2018-04-11
2018-04-11 12:42:00,100,12:42,2018-04-11
2018-04-11 12:42:00,99,12:42,2018-04-11
2018-04-11 12:43:00,98,12:43,2018-04-11
2018-04-11 12:43:00,96,12:43,2018-04-11
2018-04-11 12:43:00,95,12:43,2018-04-11
2018-04-11 12:43:00,94,12:43,2018-04-11
2018-04-11 12:43:00,94,12:43,2018-04-11
2018-04-11 12:43:00,94,12:43,2018-04-11
2018-04-11 12:44:00,94,12:44,2018-04-11
2018-04-11 12:44:00,95,12:44,2018-04-11
2018-04-11 12:44:00,96,12:44,2018-04-11
2018-04-11 12:44:00,95,12:44,2018-04-11
2018-04-11 12:44:00,95,12:44,2018-04-11
2018-04-11 12:44:00,99,12:44,2018-04-11
2018-04-11 12:44:00,100,12:44,2018-04-11
2018-04-11 12:44:00,98,12:44,2018-04-11
2018-04-11 12:44:00,94,12:44,2018-04-11
2018-04-11 12:44:00,93,12:44,2018-04-11
2018-04-11 12:45:00,95,12:45,2018-04-11
2018-04-11 12:45:00,96,12:45,2018-04-11
2018-04-11 12:45:00,93,12:45,2018-04-11
2018-04-11 12:45:00,90,12:45,2018-04-11
2018-04-11 12:45:00,91,12:45,2018-04-11
2018-04-11 12:45:00,89,12:45,2018-04-11
2018-04-11 12:45:00,90,12:45,2018-04-11
2018-04-11 12:45:00,92,12:45,2018-04-11
2018-04-11 12:45:00,90,12:45,2018-04-11
2018-04-11 12:45:00,91,12:45,2018-04-11
2018-04-11 12:45:00,92,12:45,2018-04-11
2018-04-11 12:45:00,90,12:45,2018-04-11
2018-04-11 12:46:00,92,12:46,2018-04-11
2018-04-11 12:46:00,90,12:46,2018-04-11
2018-04-11 12:46:00,87,12:46,2018-04-11
2018-04-11 12:46:00,81,12:46,2018-04-11
2018-04-11 12:46:00,85,12:46,2018-04-11
2018-04-11 12:46:00,84,12:46,2018-04-11
2018-04-11 12:46:00,85,12:46,2018-04-11
2018-04-11 12:46:00,87,12:46,2018-04-11
2018-04-11 12:46:00,88,12:46,2018-04-11
2018-04-11 12:47:00,92,12:47,2018-04-11
2018-04-11 12:47:00,91,12:47,2018-04-11
2018-04-11 12:47:00,92,12:47,2018-04-11
2018-04-11 12:47:00,91,12:47,2018-04-11
2018-04-11 12:47:00,95,12:47,2018-04-11
2018-04-11 12:47:00,101,12:47,2018-04-11
2018-04-11 12:47:00,103,12:47,2018-04-11
2018-04-11 12:47:00,99,12:47,2018-04-11
2018-04-11 12:47:00,94,12:47,2018-04-11
2018-04-11 12:47:00,92,12:47,2018-04-11
2018-04-11 12:47:00,95,12:47,2018-04-11
2018-04-11 12:48:00,96,12:48,2018-04-11
2018-04-11 12:48:00,92,12:48,2018-04-11
2018-04-11 12:48:00,89,12:48,2018-04-11
2018-04-11 12:48:00,88,12:48,2018-04-11
2018-04-11 12:48:00,85,12:48,2018-04-11
2018-04-11 12:48:00,83,12:48,2018-04-11
2018-04-11 12:48:00,86,12:48,2018-04-11
2018-04-11 12:48:00,87,12:48,2018-04-11
2018-04-11 12:48:00,90,12:48,2018-04-11
2018-04-11 12:48:00,91,12:48,2018-04-11
2018-04-11 12:48:00,87,12:48,2018-04-11
2018-04-11 12:48:00,85,12:48,2018-04-11
2018-04-11 12:49:00,87,12:49,2018-04-11
2018-04-11 12:49:00,90,12:49,2018-04-11
2018-04-11 12:49:00,92,12:49,2018-04-11
2018-04-11 12:49:00,165,12:49,2018-04-11
2018-04-11 12:49:00,171,12:49,2018-04-11
2018-04-11 12:49:00,170,12:49,2018-04-11
2018-04-11 12:49:00,165,12:49,2018-04-11
2018-04-11 12:49:00,164,12:49,2018-04-11
2018-04-11 12:49:00,162,12:49,2018-04-11
2018-04-11 12:49:00,155,12:49,2018-04-11
2018-04-11 12:50:00,154,12:50,2018-04-11
2018-04-11 12:50:00,147,12:50,2018-04-11
2018-04-11 12:50:00,141,12:50,2018-04-11
2018-04-11 12:50:00,139,12:50,2018-04-11
2018-04-11 12:50:00,138,12:50,2018-04-11
2018-04-11 12:50:00,133,12:50,2018-04-11
2018-04-11 12:50:00,128,12:50,2018-04-11
2018-04-11 12:50:00,129,12:50,2018-04-11
2018-04-11 12:51:00,132,12:51,2018-04-11
2018-04-11 12:51:00,131,12:51,2018-04-11
2018-04-11 12:51:00,128,12:51,2018-04-11
2018-04-11 12:51:00,124,12:51,2018-04-11
2018-04-11 12:51:00,122,12:51,2018-04-11
2018-04-11 12:51:00,123,12:51,2018-04-11
2018-04-11 12:51:00,122,12:51,2018-04-11
2018-04-11 12:51:00,122,12:51,2018-04-11
2018-04-11 12:52:00,122,12:52,2018-04-11
2018-04-11 12:52:00,122,12:52,2018-04-11
2018-04-11 12:52:00,119,12:52,2018-04-11
2018-04-11 12:52:00,118,12:52,2018-04-11
2018-04-11 12:52:00,122,12:52,2018-04-11
2018-04-11 12:52:00,123,12:52,2018-04-11
2018-04-11 12:52:00,126,12:52,2018-04-11
2018-04-11 12:53:00,127,12:53,2018-04-11
2018-04-11 12:53:00,128,12:53,2018-04-11
2018-04-11 12:53:00,125,12:53,2018-04-11
2018-04-11 12:53:00,122,12:53,2018-04-11
2018-04-11 12:53:00,123,12:53,2018-04-11
2018-04-11 12:53:00,120,12:53,2018-04-11
2018-04-11 12:53:00,118,12:53,2018-04-11
2018-04-11 12:53:00,116,12:53,2018-04-11
2018-04-11 12:53:00,114,12:53,2018-04-11
2018-04-11 12:53:00,120,12:53,2018-04-11
2018-04-11 12:53:00,123,12:53,2018-04-11
2018-04-11 12:53:00,122,12:53,2018-04-11
2018-04-11 12:54:00,127,12:54,2018-04-11
2018-04-11 12:54:00,130,12:54,2018-04-11
2018-04-11 12:54:00,130,12:54,2018-04-11
2018-04-11 12:54:00,128,12:54,2018-04-11
2018-04-11 12:54:00,122,12:54,2018-04-11
2018-04-11 12:54:00,122,12:54,2018-04-11
2018-04-11 12:55:00,119,12:55,2018-04-11
2018-04-11 12:55:00,117,12:55,2018-04-11
2018-04-11 12:55:00,116,12:55,2018-04-11
2018-04-11 12:55:00,115,12:55,2018-04-11
2018-04-11 12:55:00,114,12:55,2018-04-11
2018-04-11 12:55:00,113,12:55,2018-04-11
2018-04-11 12:55:00,117,12:55,2018-04-11
2018-04-11 12:55:00,118,12:55,2018-04-11
2018-04-11 12:55:00,119,12:55,2018-04-11
2018-04-11 12:55:00,118,12:55,2018-04-11
2018-04-11 12:56:00,117,12:56,2018-04-11
2018-04-11 12:56:00,116,12:56,2018-04-11
2018-04-11 12:56:00,114,12:56,2018-04-11
2018-04-11 12:56:00,112,12:56,2018-04-11
