Timestamp,Heart,Time,Date
2018-04-11 11:59:00,92,11:59,2018-04-11
2018-04-11 11:59:00,90,11:59,2018-04-11
2018-04-11 11:59:00,90,11:59,2018-04-11
2018-04-11 11:59:00,89,11:59,2018-04-11
2018-04-11 11:59:00,90,11:59,2018-04-11
2018-04-11 11:59:00,90,11:59,2018-04-11
2018-04-11 12:00:00,92,12:00,2018-04-11
2018-04-11 12:00:00,93,12:00,2018-04-11
2018-04-11 12:00:00,94,12:00,2018-04-11
2018-04-11 12:00:00,96,12:00,2018-04-11
2018-04-11 12:00:00,97,12:00,2018-04-11
2018-04-11 12:00:00,98,12:00,2018-04-11
2018-04-11 12:00:00,100,12:00,2018-04-11
2018-04-11 12:00:00,105,12:00,2018-04-11
2018-04-11 12:01:00,99,12:01,2018-04-11
2018-04-11 12:01:00,94,12:01,2018-04-11
2018-04-11 12:01:00,91,12:01,2018-04-11
2018-04-11 12:01:00,85,12:01,2018-04-11
2018-04-11 12:01:00,83,12:01,2018-04-11
2018-04-11 12:01:00,83,12:01,2018-04-11
2018-04-11 12:01:00,82,12:01,2018-04-11
2018-04-11 12:01:00,81,12:01,2018-04-11
2018-04-11 12:01:00,82,12:01,2018-04-11
2018-04-11 12:02:00,82,12:02,2018-04-11
2018-04-11 12:02:00,82,12:02,2018-04-11
2018-04-11 12:02:00,82,12:02,2018-04-11
2018-04-11 12:02:00,81,12:02,2018-04-11
2018-04-11 12:02:00,80,12:02,2018-04-11
2018-04-11 12:03:00,80,12:03,2018-04-11
2018-04-11 12:03:00,80,12:03,2018-04-11
2018-04-11 12:03:00,79,12:03,2018-04-11
2018-04-11 12:03:00,80,12:03,2018-04-11
2018-04-11 12:03:00,82,12:03,2018-04-11
2018-04-11 12:03:00,85,12:03,2018-04-11
2018-04-11 12:04:00,84,12:04,2018-04-11
2018-04-11 12:04:00,85,12:04,2018-04-11
2018-04-11 12:04:00,85,12:04,2018-04-11
2018-04-11 12:04:00,86,12:04,2018-04-11
2018-04-11 12:04:00,90,12:04,2018-04-11
2018-04-11 12:04:00,86,12:04,2018-04-11
2018-04-11 12:04:00,84,12:04,2018-04-11
2018-04-11 12:05:00,86,12:05,2018-04-11
2018-04-11 12:05:00,89,12:05,2018-04-11
2018-04-11 12:05:00,90,12:05,2018-04-11
2018-04-11 12:05:00,90,12:05,2018-04-11
2018-04-11 12:05:00,91,12:05,2018-04-11
2018-04-11 12:05:00,92,12:05,2018-04-11
2018-04-11 12:05:00,94,12:05,2018-04-11
2018-04-11 12:05:00,95,12:05,2018-04-11
2018-04-11 12:05:00,96,12:05,2018-04-11
2018-04-11 12:06:00,97,12:06,2018-04-11
2018-04-11 12:06:00,98,12:06,2018-04-11
2018-04-11 12:06:00,99,12:06,2018-04-11
2018-04-11 12:06:00,99,12:06,2018-04-11
2018-04-11 12:06:00,104,12:06,2018-04-11
2018-04-11 12:06:00,105,12:06,2018-04-11
2018-04-11 12:06:00,106,12:06,2018-04-11
2018-04-11 12:07:00,111,12:07,2018-04-11
2018-04-11 12:07:00,110,12:07,2018-04-11
2018-04-11 12:07:00,113,12:07,2018-04-11
2018-04-11 12:07:00,113,12:07,2018-04-11
2018-04-11 12:07:00,114,12:07,2018-04-11
2018-04-11 12:07:00,115,12:07,2018-04-11
2018-04-11 12:07:00,116,12:07,2018-04-11
2018-04-11 12:08:00,117,12:08,2018-04-11
2018-04-11 12:08:00,119,12:08,2018-04-11
2018-04-11 12:08:00,117,12:08,2018-04-11
2018-04-11 12:08:00,117,12:08,2018-04-11
2018-04-11 12:08:00,117,12:08,2018-04-11
2018-04-11 12:09:00,117,12:09,2018-04-11
2018-04-11 12:09:00,117,12:09,2018-04-11
2018-04-11 12:09:00,113,12:09,2018-04-11
2018-04-11 12:09:00,110,12:09,2018-04-11
2018-04-11 12:09:00,108,12:09,2018-04-11
2018-04-11 12:09:00,104,12:09,2018-04-11
2018-04-11 12:09:00,103,12:09,2018-04-11
2018-04-11 12:09:00,101,12:09,2018-04-11
2018-04-11 12:10:00,100,12:10,2018-04-11
2018-04-11 12:10:00,101,12:10,2018-04-11
2018-04-11 12:10:00,100,12:10,2018-04-11
2018-04-11 12:10:00,100,12:10,2018-04-11
2018-04-11 12:10:00,101,12:10,2018-04-11
2018-04-11 12:10:00,101,12:10,2018-04-11
2018-04-11 12:10:00,100,12:10,2018-04-11
2018-04-11 12:10:00,92,12:10,2018-04-11
2018-04-11 12:10:00,91,12:10,2018-04-11
2018-04-11 12:11:00,92,12:11,2018-04-11
2018-04-11 12:11:00,93,12:11,2018-04-11
2018-04-11 12:11:00,95,12:11,2018-04-11
2018-04-11 12:11:00,93,12:11,2018-04-11
2018-04-11 12:11:00,90,12:11,2018-04-11
2018-04-11 12:11:00,91,12:11,2018-04-11
2018-04-11 12:11:00,95,12:11,2018-04-11
2018-04-11 12:11:00,98,12:11,2018-04-11
2018-04-11 12:11:00,99,12:11,2018-04-11
2018-04-11 12:11:00,100,12:11,2018-04-11
2018-04-11 12:12:00,104,12:12,2018-04-11
2018-04-11 12:12:00,108,12:12,2018-04-11
2018-04-11 12:12:00,110,12:12,2018-04-11
2018-04-11 12:12:00,114,12:12,2018-04-11
2018-04-11 12:12:00,121,12:12,2018-04-11
2018-04-11 12:12:00,125,12:12,2018-04-11
2018-04-11 12:12:00,128,12:12,2018-04-11
2018-04-11 12:12:00,126,12:12,2018-04-11
2018-04-11 12:12:00,129,12:12,2018-04-11
2018-04-11 12:12:00,127,12:12,2018-04-11
2018-04-11 12:12:00,124,12:12,2018-04-11
2018-04-11 12:12:00,125,12:12,2018-04-11
2018-04-11 12:13:00,123,12:13,2018-04-11
2018-04-11 12:13:00,122,12:13,2018-04-11
2018-04-11 12:13:00,118,12:13,2018-04-11
2018-04-11 12:13:00,118,12:13,2018-04-11
2018-04-11 12:13:00,114,12:13,2018-04-11
2018-04-11 12:13:00,113,12:13,2018-04-11
2018-04-11 12:13:00,108,12:13,2018-04-11
2018-04-11 12:13:00,107,12:13,2018-04-11
2018-04-11 12:13:00,105,12:13,2018-04-11
2018-04-11 12:13:00,99,12:13,2018-04-11
2018-04-11 12:13:00,98,12:13,2018-04-11
2018-04-11 12:13:00,96,12:13,2018-04-11
2018-04-11 12:14:00,97,12:14,2018-04-11
2018-04-11 12:14:00,100,12:14,2018-04-11
2018-04-11 12:14:00,98,12:14,2018-04-11
2018-04-11 12:14:00,100,12:14,2018-04-11
2018-04-11 12:14:00,101,12:14,2018-04-11
2018-04-11 12:14:00,97,12:14,2018-04-11
2018-04-11 12:14:00,98,12:14,2018-04-11
2018-04-11 12:14:00,96,12:14,2018-04-11
2018-04-11 12:14:00,97,12:14,2018-04-11
2018-04-11 12:14:00,94,12:14,2018-04-11
2018-04-11 12:14:00,93,12:14,2018-04-11
2018-04-11 12:15:00,90,12:15,2018-04-11
2018-04-11 12:15:00,92,12:15,2018-04-11
2018-04-11 12:15:00,93,12:15,2018-04-11
2018-04-11 12:15:00,92,12:15,2018-04-11
2018-04-11 12:15:00,94,12:15,2018-04-11
2018-04-11 12:15:00,140,12:15,2018-04-11
2018-04-11 12:15:00,157,12:15,2018-04-11
2018-04-11 12:15:00,158,12:15,2018-04-11
2018-04-11 12:15:00,159,12:15,2018-04-11
2018-04-11 12:16:00,158,12:16,2018-04-11
2018-04-11 12:16:00,157,12:16,2018-04-11
2018-04-11 12:16:00,152,12:16,2018-04-11
2018-04-11 12:16:00,150,12:16,2018-04-11
2018-04-11 12:16:00,151,12:16,2018-04-11
2018-04-11 12:16:00,147,12:16,2018-04-11
2018-04-11 12:16:00,144,12:16,2018-04-11
2018-04-11 12:16:00,142,12:16,2018-04-11
2018-04-11 12:16:00,140,12:16,2018-04-11
2018-04-11 12:16:00,136,12:16,2018-04-11
2018-04-11 12:16:00,135,12:16,2018-04-11
2018-04-11 12:17:00,136,12:17,2018-04-11
2018-04-11 12:17:00,133,12:17,2018-04-11
2018-04-11 12:17:00,133,12:17,2018-04-11
2018-04-11 12:17:00,128,12:17,2018-04-11
2018-04-11 12:17:00,122,12:17,2018-04-11
2018-04-11 12:17:00,115,12:17,2018-04-11
2018-04-11 12:17:00,109,12:17,2018-04-11
2018-04-11 12:17:00,107,12:17,2018-04-11
2018-04-11 12:17:00,111,12:17,2018-04-11
2018-04-11 12:17:00,107,12:17,2018-04-11
2018-04-11 12:17:00,103,12:17,2018-04-11
2018-04-11 12:18:00,98,12:18,2018-04-11
2018-04-11 12:18:00,95,12:18,2018-04-11
2018-04-11 12:18:00,92,12:18,2018-04-11
2018-04-11 12:18:00,94,12:18,2018-04-11
2018-04-11 12:18:00,95,12:18,2018-04-11
2018-04-11 12:18:00,101,12:18,2018-04-11
2018-04-11 12:18:00,100,12:18,2018-04-11
2018-04-11 12:18:00,95,12:18,2018-04-11
2018-04-11 12:18:00,97,12:18,2018-04-11
2018-04-11 12:18:00,102,12:18,2018-04-11
2018-04-11 12:18:00,101,12:18,2018-04-11
2018-04-11 12:19:00,98,12:19,2018-04-11
2018-04-11 12:19:00,102,12:19,2018-04-11
2018-04-11 12:19:00,101,12:19,2018-04-11
2018-04-11 12:19:00,98,12:19,2018-04-11
2018-04-11 12:19:00,104,12:19,2018-04-11
2018-04-11 12:19:00,111,12:19,2018-04-11
2018-04-11 12:19:00,116,12:19,2018-04-11
2018-04-11 12:19:00,120,12:19,2018-04-11
2018-04-11 12:19:00,128,12:19,2018-04-11
2018-04-11 12:19:00,135,12:19,2018-04-11
2018-04-11 12:19:00,141,12:19,2018-04-11
2018-04-11 12:19:00,146,12:19,2018-04-11
2018-04-11 12:20:00,148,12:20,2018-04-11
2018-04-11 12:20:00,150,12:20,2018-04-11
2018-04-11 12:20:00,150,12:20,2018-04-11
2018-04-11 12:20:00,151,12:20,2018-04-11
2018-04-11 12:20:00,150,12:20,2018-04-11
2018-04-11 12:20:00,151,12:20,2018-04-11
2018-04-11 12:20:00,152,12:20,2018-04-11
